Country,Clicks,Impressions,CTR,Position
United States,11,214,5.14%,2.59
Mexico,1,3,33.33%,1.67
Argentina,0,71,0%,9.14
Puerto Rico,0,1,0%,1
Canada,0,1,0%,3
